edge_id,roi_i_107space,roi_j_107space,n_subjects,mean_delta_str,median_delta_str,sd_delta_str,t_obs,parametric_t_p_two_sided_reference,n_positive_subjects,n_negative_subjects,n_zero_subjects,cohen_dz,p_perm_t_two_sided,p_perm_t_greater_reference,p_perm_t_FWER_maxT_reference,p_perm_mean_two_sided_reference,q_BH_FDR_t_two_sided,q_BH_FDR_mean_two_sided_reference,FDR05_significant_t,FDR10_significant_t,positive_mean_delta,negative_mean_delta,FDR05_significant_positive_t,FDR05_significant_negative_t,roi_i_roi_label,roi_i_region_label,roi_j_roi_label,roi_j_region_label,bootstrap_CI_low_top_edges_only,bootstrap_CI_high_top_edges_only
019__058,19,58,13,0.063545806,0.069068351,0.068057865,3.366512616,0.00560625,10,3,0,0.933702604,0.006835938,0.003417969,0.9921875,0.006835938,0.156949804,0.156949804,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_019,ROI_019,ROI_058,ROI_058,0.028576807,0.098847858
018__068,18,68,13,0.059069655,0.053669059,0.07773435,2.739826989,0.017937101,9,4,0,0.759891284,0.006835938,0.003417969,1,0.006835938,0.156949804,0.156949804,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_018,ROI_018,ROI_068,ROI_068,0.022027892,0.102911497
012__045,12,45,13,0.056168868,0.023023841,0.065528832,3.090543922,0.009352877,11,2,0,0.85716266,0.006835938,0.003417969,0.999511719,0.006835938,0.156949804,0.156949804,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_012,ROI_012,ROI_045,ROI_045,0.023670561,0.091169242
053__060,53,60,13,0.082206866,0.080969663,0.090766077,3.265548977,0.006758752,12,1,0,0.905700329,0.007080078,0.003540039,0.99609375,0.007080078,0.157455384,0.157455384,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_053,ROI_053,ROI_060,ROI_060,0.033986486,0.128791482
004__042,4,42,13,0.081925274,0.067766648,0.088530269,3.336551206,0.005925804,10,3,0,0.925392804,0.007080078,0.003540039,0.993652344,0.007080078,0.157455384,0.157455384,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_004,ROI_004,ROI_042,ROI_042,0.036427137,0.128656753
013__102,13,102,13,0.078712487,0.10631111,0.091042002,3.117263488,0.008899942,10,3,0,0.864573334,0.007080078,0.003540039,0.999511719,0.007080078,0.157455384,0.157455384,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_013,ROI_013,ROI_102,ROI_102,0.031365215,0.126185046
042__059,42,59,13,0.077336704,0.088595251,0.090739448,3.072990381,0.009662955,10,3,0,0.852294184,0.007080078,0.003540039,0.999511719,0.007080078,0.157455384,0.157455384,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_042,ROI_042,ROI_059,ROI_059,0.032152938,0.125989251
064__098,64,98,13,0.073202667,0.077271521,0.081709492,3.230175128,0.007216961,10,3,0,0.895889389,0.007080078,0.003540039,0.996826172,0.007080078,0.157455384,0.157455384,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_064,ROI_064,ROI_098,ROI_098,0.030904769,0.116339803
010__063,10,63,13,0.065516053,0.046272231,0.077154194,3.061680479,0.00986818,11,2,0,0.849157381,0.007080078,0.003540039,0.999511719,0.007080078,0.157455384,0.157455384,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_010,ROI_010,ROI_063,ROI_063,0.026778615,0.106697039
047__048,47,48,13,0.055114855,0.05154179,0.06899968,2.880005195,0.013830464,11,2,0,0.798769723,0.007080078,0.003540039,1,0.007080078,0.157455384,0.157455384,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_047,ROI_047,ROI_048,ROI_048,0.021948938,0.094229969
009__039,9,39,13,0.054300956,0.052779544,0.06141476,3.187912467,0.007805704,10,3,0,0.884167835,0.007080078,0.003540039,0.998291016,0.007080078,0.157455384,0.157455384,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_009,ROI_009,ROI_039,ROI_039,0.02322272,0.086903195
007__047,7,47,13,0.091853285,0.093265746,0.096929126,3.416741097,0.005109231,11,2,0,0.947633478,0.007324219,0.003662109,0.990234375,0.007324219,0.158532994,0.158532994,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_007,ROI_007,ROI_047,ROI_047,0.040878675,0.141814807
013__095,13,95,13,0.083148321,0.06011096,0.092659549,3.235452128,0.007146666,9,4,0,0.897352965,0.007324219,0.003662109,0.996826172,0.007324219,0.158532994,0.158532994,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_013,ROI_013,ROI_095,ROI_095,0.036645591,0.133738905
013__085,13,85,13,0.068245282,0.071374547,0.078223222,3.145637023,0.008443061,11,2,0,0.872442737,0.007324219,0.003662109,0.999267578,0.007324219,0.158532994,0.158532994,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_013,ROI_013,ROI_085,ROI_085,0.029068294,0.109737464
066__098,66,98,13,0.068118315,0.08992749,0.069577917,3.529914239,0.004147067,11,2,0,0.979022061,0.007324219,0.003662109,0.982421875,0.007324219,0.158532994,0.158532994,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_066,ROI_066,ROI_098,ROI_098,0.029066113,0.102227763
063__074,63,74,13,0.067403975,0.076423291,0.072114934,3.370016098,0.005570043,10,3,0,0.934674295,0.007324219,0.003662109,0.991943359,0.007324219,0.158532994,0.158532994,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_063,ROI_063,ROI_074,ROI_074,0.029553657,0.104524114
039__106,39,106,13,0.064861394,0.072831488,0.071944904,3.250558011,0.006949236,9,4,0,0.901542583,0.007324219,0.003662109,0.996826172,0.007324219,0.158532994,0.158532994,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_039,ROI_039,ROI_106,ROI_106,0.028545939,0.103315386
031__094,31,94,13,0.057591789,0.056701147,0.059349985,3.498739689,0.004392054,10,3,0,0.970375796,0.007324219,0.003662109,0.984863281,0.007324219,0.158532994,0.158532994,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_031,ROI_031,ROI_094,ROI_094,0.026986661,0.088253951
008__080,8,80,13,0.093653174,0.114459323,0.096431097,3.501684968,0.004368291,12,1,0,0.971192669,0.007568359,0.00378418,0.984863281,0.007568359,0.158798163,0.158798163,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_008,ROI_008,ROI_080,ROI_080,0.03842379,0.139843448
060__099,60,99,13,0.091624472,0.077504538,0.099809316,3.309878753,0.006225784,12,1,0,0.917995197,0.007568359,0.00378418,0.994873047,0.007568359,0.158798163,0.158798163,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_060,ROI_060,ROI_099,ROI_099,0.039226201,0.142918678
047__066,47,66,13,0.08048058,0.096560926,0.085841789,3.380368235,0.005464437,10,3,0,0.937545462,0.007568359,0.00378418,0.991455078,0.007568359,0.158798163,0.158798163,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_047,ROI_047,ROI_066,ROI_066,0.035048535,0.123710799
045__098,45,98,13,0.07505314,0.086640764,0.081692132,3.312533758,0.006195247,11,2,0,0.918731563,0.007568359,0.00378418,0.994873047,0.007568359,0.158798163,0.158798163,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_045,ROI_045,ROI_098,ROI_098,0.032728509,0.117914821
014__099,14,99,13,0.074214388,0.081520131,0.078307708,3.417081004,0.005106024,9,4,0,0.947727752,0.007568359,0.00378418,0.990234375,0.007568359,0.158798163,0.158798163,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_014,ROI_014,ROI_099,ROI_099,0.03370712,0.115823258
013__030,13,30,13,0.07359389,0.073357774,0.083015226,3.196359983,0.007684274,10,3,0,0.886510755,0.007568359,0.00378418,0.998046875,0.007568359,0.158798163,0.158798163,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_013,ROI_013,ROI_030,ROI_030,0.031753606,0.117912761
031__056,31,56,13,0.0697294,0.060670419,0.078802791,3.19040638,0.007769655,10,3,0,0.884859523,0.007568359,0.00378418,0.998291016,0.007568359,0.158798163,0.158798163,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_031,ROI_031,ROI_056,ROI_056,0.029362977,0.11157461
004__074,4,74,13,0.068121018,0.081771643,0.073405521,3.345985661,0.005823237,11,2,0,0.928009451,0.007568359,0.00378418,0.993408203,0.007568359,0.158798163,0.158798163,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_004,ROI_004,ROI_074,ROI_074,0.029514116,0.10629708
063__098,63,98,13,0.081443027,0.061346609,0.096230533,3.051495216,0.010056734,11,2,0,0.846332498,0.0078125,0.00390625,0.999511719,0.0078125,0.158798163,0.158798163,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_063,ROI_063,ROI_098,ROI_098,0.032958345,0.133928434
026__091,26,91,13,0.075428015,0.071513041,0.081438011,3.3394673,0.005893908,10,3,0,0.926201583,0.0078125,0.00390625,0.993408203,0.0078125,0.158798163,0.158798163,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_026,ROI_026,ROI_091,ROI_091,0.033424842,0.117436543
047__077,47,77,13,0.075374388,0.084980502,0.085526179,3.177579333,0.007956871,10,3,0,0.88130194,0.0078125,0.00390625,0.998779297,0.0078125,0.158798163,0.158798163,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_047,ROI_047,ROI_077,ROI_077,0.032537412,0.121480124
080__091,80,91,13,0.075040811,0.055985182,0.087298589,3.099288235,0.009202157,10,3,0,0.859587896,0.0078125,0.00390625,0.999511719,0.0078125,0.158798163,0.158798163,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_080,ROI_080,ROI_091,ROI_091,0.030675136,0.121972156
018__060,18,60,13,0.070186932,0.051340897,0.085023267,2.97639213,0.011563018,10,3,0,0.825502649,0.0078125,0.00390625,0.999755859,0.0078125,0.158798163,0.158798163,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_018,ROI_018,ROI_060,ROI_060,0.028106733,0.11603228
010__067,10,67,13,0.068334856,0.067698737,0.07612684,3.236504083,0.007132735,10,3,0,0.897644725,0.0078125,0.00390625,0.996826172,0.0078125,0.158798163,0.158798163,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_010,ROI_010,ROI_067,ROI_067,0.028791077,0.108645569
038__045,38,45,13,0.067623863,0.076227554,0.074325196,3.280466369,0.00657444,12,1,0,0.909837669,0.0078125,0.00390625,0.995361328,0.0078125,0.158798163,0.158798163,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_038,ROI_038,ROI_045,ROI_045,0.027045198,0.105009354
014__036,14,36,13,0.066464164,0.051278642,0.083903389,2.856141502,0.014457019,11,2,0,0.792151126,0.0078125,0.00390625,1,0.0078125,0.158798163,0.158798163,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_014,ROI_014,ROI_036,ROI_036,0.024955887,0.112398624
015__049,15,49,13,0.055677727,0.036897958,0.065124529,3.082538936,0.009493025,11,2,0,0.854942476,0.0078125,0.00390625,0.999511719,0.0078125,0.158798163,0.158798163,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_015,ROI_015,ROI_049,ROI_049,0.022869979,0.090560412
056__058,56,58,13,0.101023462,0.067534787,0.124489738,2.925905996,0.01270021,12,1,0,0.811500315,0.008056641,0.00402832,0.999755859,0.008056641,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_056,ROI_056,ROI_058,ROI_058,0.03920297,0.169227952
013__075,13,75,13,0.095543793,0.088772592,0.102994039,3.344737681,0.005836701,10,3,0,0.927663324,0.008056641,0.00402832,0.993408203,0.008056641,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_013,ROI_013,ROI_075,ROI_075,0.041782774,0.149249557
013__074,13,74,13,0.070670304,0.059022193,0.086612633,2.94189654,0.012328455,10,3,0,0.815935294,0.008056641,0.00402832,0.999755859,0.008056641,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_013,ROI_013,ROI_074,ROI_074,0.027557153,0.117863547
058__107,58,107,13,0.070552626,0.054400363,0.084380348,3.014696149,0.010768539,10,3,0,0.836126273,0.008056641,0.00402832,0.999511719,0.008056641,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_058,ROI_058,ROI_107,ROI_107,0.028497775,0.115652399
014__066,14,66,13,0.068103903,0.083543288,0.071840509,3.418017426,0.005097201,11,2,0,0.947987469,0.008056641,0.00402832,0.990234375,0.008056641,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_014,ROI_014,ROI_066,ROI_066,0.02721779,0.102071547
013__032,13,32,13,0.060920009,0.052453159,0.070908721,3.097647409,0.009230252,10,3,0,0.859132813,0.008056641,0.00402832,0.999511719,0.008056641,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_013,ROI_013,ROI_032,ROI_032,0.024663667,0.099019799
026__056,26,56,13,0.058471261,0.062838721,0.065853148,3.201382758,0.007612978,11,2,0,0.887903822,0.008056641,0.00402832,0.998046875,0.008056641,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_026,ROI_026,ROI_056,ROI_056,0.024411791,0.092708034
039__098,39,98,13,0.089978353,0.08190492,0.102085957,3.17792548,0.00795176,10,3,0,0.881397944,0.008300781,0.004150391,0.998779297,0.008300781,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_039,ROI_039,ROI_098,ROI_098,0.037445763,0.144186475
069__077,69,77,13,0.086566202,0.098772623,0.092587418,3.3710723,0.005559174,9,4,0,0.934967233,0.008300781,0.004150391,0.991699219,0.008300781,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_069,ROI_069,ROI_077,ROI_077,0.037247886,0.133744087
038__080,38,80,13,0.07024794,0.061782184,0.082023434,3.087929102,0.009398427,11,2,0,0.856437439,0.008300781,0.004150391,0.999511719,0.008300781,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_038,ROI_038,ROI_080,ROI_080,0.027100084,0.113817356
049__059,49,59,13,0.065626598,0.058098786,0.079237733,2.986204366,0.011354085,10,3,0,0.828224074,0.008300781,0.004150391,0.999755859,0.008300781,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_049,ROI_049,ROI_059,ROI_059,0.025905482,0.108413501
016__080,16,80,13,0.064926369,0.057540258,0.07970806,2.936909406,0.01244322,10,3,0,0.814552112,0.008300781,0.004150391,0.999755859,0.008300781,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_016,ROI_016,ROI_080,ROI_080,0.025675136,0.108549384
009__013,9,13,13,0.09791287,0.102912704,0.112162715,3.147479746,0.008414218,11,2,0,0.872953816,0.008544922,0.004272461,0.999267578,0.008544922,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_009,ROI_009,ROI_013,ROI_013,0.041022445,0.158513627
047__063,47,63,13,0.078415502,0.108362597,0.08823829,3.204177121,0.007573602,10,3,0,0.888678839,0.008544922,0.004272461,0.998046875,0.008544922,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_047,ROI_047,ROI_063,ROI_063,0.031870016,0.124078761
007__098,7,98,13,0.070296816,0.06704329,0.085312461,2.970946695,0.011680619,10,3,0,0.823992357,0.008544922,0.004272461,0.999755859,0.008544922,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_007,ROI_007,ROI_098,ROI_098,0.028361124,0.117039932
039__061,39,61,13,0.066192637,0.077850894,0.076177156,3.132972657,0.008644,9,4,0,0.868930274,0.008544922,0.004272461,0.999511719,0.008544922,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_039,ROI_039,ROI_061,ROI_061,0.026993182,0.106466312
010__069,10,69,13,0.063734476,0.073129011,0.069954417,3.284966533,0.006519841,10,3,0,0.91108579,0.008544922,0.004272461,0.995361328,0.008544922,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_010,ROI_010,ROI_069,ROI_069,0.02575722,0.09908916
008__013,8,13,13,0.097604381,0.083529649,0.137701452,2.555656421,0.025202119,10,3,0,0.708811559,0.008789063,0.004394531,1,0.008789063,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_008,ROI_008,ROI_013,ROI_013,0.033176049,0.176546808
060__094,60,94,13,0.096330453,0.112158769,0.107067509,3.243975635,0.00703458,11,2,0,0.899716961,0.008789063,0.004394531,0.996826172,0.008789063,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_060,ROI_060,ROI_094,ROI_094,0.038115005,0.150464194
060__080,60,80,13,0.087124507,0.1004454,0.098435496,3.191245941,0.007757557,11,2,0,0.885092375,0.008789063,0.004394531,0.998291016,0.008789063,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_060,ROI_060,ROI_080,ROI_080,0.034209132,0.137312629
007__009,7,9,13,0.078439052,0.08736885,0.086505741,3.269332432,0.006711517,11,2,0,0.906749671,0.008789063,0.004394531,0.99609375,0.008789063,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_007,ROI_007,ROI_009,ROI_009,0.032033147,0.122184238
